content,content_stemmed,label_roberta,label_rating,label_leksikon,label
"Mau update, tapi ga bisa, sb perangkat yidak kompatible, jadi ga bisa lg gunain aplikasi inii","['update', 'tidak', 'sb', 'perangkat', 'yidak', 'kompatible', 'tidak', 'gunain', 'aplikasi']",Negative,Negative,Negative,Negative
"Kenapa gak bisa di buka aplikasi yg sekarang berat gak bisa gerak, tolong perbaiki biar kaya dulu","['tidak', 'buka', 'aplikasi', 'berat', 'tidak', 'gerak', 'tolong', 'baik', 'biar', 'kayak']",Negative,Negative,Negative,Negative
Good job tingkatkan terus bca,"['good', 'job', 'tingkat', 'bca']",Negative,Positive,Positive,Positive
BCA,['bca'],Negative,Positive,Positive,Positive
setoran awal emang langsung kepotong 50k ya min ? jadi yang 50k langsung hangus gtu aja kak ?,"['setor', 'langsung', 'potong', 'ya', 'min', 'langsung', 'hangus', 'kak']",Negative,Positive,Positive,Positive
"Aplikasi nya kenapa ya? Kok setiap ingin melakukan transaksi lampu indikatornya warna merah terus dan tidak berubah hijau. Padahal koneksi internet lancar, sudah coba update msh tidak bisa, sudah hapus cache juga msh tidak bisa. Mohon solusinya.","['aplikasi', 'ya', 'transaksi', 'lampu', 'indikator', 'warna', 'merah', 'tidak', 'ubah', 'hijau', 'koneksi', 'internet', 'lancar', 'coba', 'update', 'masih', 'tidak', 'hapus', 'cache', 'masih', 'tidak', 'mohon', 'solusi']",Negative,Positive,Positive,Positive
Ok,['ok'],Negative,Positive,Positive,Positive
Mau tanya cara hubgin cal center gimana Dulu pernah buat bca mobil lewt online Trs hp mati total ni baru dapt hp lagi mau masuk lupa no kartunya,"['hubgin', 'cal', 'center', 'bca', 'mobil', 'lewt', 'online', 'hp', 'mati', 'total', 'nih', 'dapt', 'hp', 'masuk', 'lupa', 'no', 'kartu']",Negative,Positive,Negative,Negative
Kenapa ya tidak bisa buka apk mbca ? Pdah sudah saya update,"['ya', 'tidak', 'buka', 'aplikasi', 'mbca', 'pdah', 'update']",Negative,Positive,Positive,Positive
Kenapa yaa udah di update malah ga muncul d hp icon bca mobile nya? Help,"['ya', 'update', 'tidak', 'muncul', 'hp', 'icon', 'bca', 'mobile', 'help']",Negative,Negative,Negative,Negative
"kenapa tiap buka mbangking lampu indikator merah trus gak berubah rubah hijau.. orang mau transaksi jadi kehambat ini.. bukannya sekali dua kali tapi malah sering kaya gini,, sehabis diupdate bukannya lebih baik kok malah Nob gini ya... tiap mau transaksi jadi harus keluar dulu ke atm, percuma punya mbangking klo gini caranya gak kepake..","['buka', 'mbangking', 'lampu', 'indikator', 'merah', 'tidak', 'ubah', 'rubah', 'hijau', 'orang', 'transaksi', 'hambat', 'kali', 'kayak', 'habis', 'diupdate', 'baik', 'nob', 'ya', 'transaksi', 'atm', 'mbangking', 'tidak', 'kepake']",Negative,Negative,Positive,Negative
Soal penambahan fitur sangat saya acungi jempol Semakin di-update Semakin banyak fitur aplikasinya tapi yang jadi masalahnya semakin kesini semakin tidak bisa dipakai untuk difabel netra yang menggunakan pembaca layar untuk mengoperasikan smartphone mereka pasalnya ketika login aplikasi meminta untuk menonaktifkan fitur aksesibilitas sementara kami pengguna tunanetra sangat Ketergantungan dengan fitur aksesibilitas Saya rasa penambahan fitur ini itu tidaklah begitu penting yang penting aplikasi,"['tambah', 'fitur', 'sangat', 'acung', 'jempol', 'update', 'fitur', 'aplikasi', 'kesini', 'tidak', 'pakai', 'difabel', 'netra', 'baca', 'layar', 'operasi', 'smartphone', 'pasal', 'login', 'aplikasi', 'nonaktif', 'fitur', 'aksesibilitas', 'guna', 'tunanetra', 'sangat', 'gantung', 'fitur', 'aksesibilitas', 'tambah', 'fitur', 'aplikasi']",Negative,Negative,Positive,Negative
Alhamdulillah sudah bisa dibuka lagi Mbanking saya,"['alhamdulillah', 'buka', 'mbanking']",Negative,Positive,Positive,Positive
"Sudah ada hapus riwayat kembali,akhirnya bca memberikan sesuai harapan nasabah. Terima kasih BCA.","['hapus', 'riwayat', 'bca', 'sesuai', 'harap', 'nasabah', 'terima', 'kasih', 'bca']",Negative,Positive,Positive,Positive
Ok,['ok'],Negative,Positive,Positive,Positive
BCA error .ga bisa TF,"['bca', 'error', 'tidak', 'tf']",Negative,Negative,Negative,Negative
VERIF MUKA MASYALLAH SUSAHNYA,"['verif', 'muka', 'masyallah', 'susah']",Negative,Positive,Negative,Negative
Bca aplikasi bank yg mmpermudah transaksi. Smua nya ada di bca. Kmren2 bca sy g bs dibuka. Trnyata dicopot pmasangan sm anak sy..,"['bca', 'aplikasi', 'bank', 'mmpermudah', 'transaksi', 'bca', 'kemarin', 'bca', 'tidak', 'buka', 'copot', 'pmasangan', 'anak']",Negative,Positive,Negative,Negative
"Kirim kode OTP kpn diblsnya kpn yang ada waktunya udh hbs,,pulsapun hbs pas kode otp bru masuk pesan,gimana sih,,prsn dulu lncr2 aja skrg kq jd lemot gini","['kirim', 'kode', 'otp', 'diblsnya', 'habis', 'pulsa', 'habis', 'pas', 'kode', 'otp', 'masuk', 'pesan', 'sih', 'prsn', 'lncr', 'lot']",Negative,Negative,Negative,Negative
Mantap,['mantap'],Positive,Positive,Positive,Positive
Sangat membqntu sekali,"['sangat', 'membqntu']",Negative,Positive,Positive,Positive
Aplikaai Ini kenapa selalu gagal verifikasi wajah. Padahal saya sendiri. Jadi gk bisa di gunakan. Tolong solusinya. Kok makin tambah menurun ini,"['aplikaai', 'gagal', 'verifikasi', 'wajah', 'tidak', 'tolong', 'solusi', 'turun']",Negative,Negative,Negative,Negative
Nyaman,['nyaman'],Negative,Positive,Positive,Positive
aplikasi berak,"['aplikasi', 'berak']",Negative,Negative,Negative,Negative
Mantap,['mantap'],Positive,Positive,Positive,Positive
buat verifikasi muka aja ga jls udh di tempat terang masih aja ga bisa knpa layanan bca makin sulit,"['verifikasi', 'muka', 'tidak', 'jls', 'terang', 'masih', 'tidak', 'layan', 'bca', 'sulit']",Negative,Negative,Negative,Negative
hahaha.. tanggal ini malah ga bisa kebuka.. udah d perbaharui malah jaringan ilang,"['hahaha', 'tanggal', 'tidak', 'buka', 'baharu', 'jaring', 'hilang']",Negative,Positive,Negative,Negative
Tidak ada menu Top Up flazz,"['tidak', 'menu', 'top', 'up', 'flazz']",Negative,Positive,Positive,Positive
👍👍👍👍bagus,['bagus'],Positive,Positive,Positive,Positive
top,['top'],Negative,Positive,Positive,Positive
Bca sangat mengecewakan dia sudah berulang kali mengambil uang saya sedikit demi sedikit ...saya top up kartu Flazz sudah dua kali gagal tapi saldo BCA saya berkurang sedangkan di kartu Flazz belum masuk...itu namanya apa ?tolong kembalikan uang saya meskipun sedikit itu hak saya bukan hak BCA,"['bca', 'sangat', 'kecewa', 'ulang', 'kali', 'ambil', 'uang', 'top', 'up', 'kartu', 'flazz', 'kali', 'gagal', 'saldo', 'bca', 'kurang', 'kartu', 'flazz', 'belum', 'masuk', 'nama', 'tolong', 'kembali', 'uang', 'hak', 'hak', 'bca']",Negative,Negative,Negative,Negative
"Setelah update jadi FC sendiri, ga nyalain aksesbilitas kok udah di cek, udah hapus cache hapus penyimpanan data, tapi tetap begini.","['update', 'fc', 'tidak', 'nyalain', 'aksesbilitas', 'cek', 'hapus', 'cache', 'hapus', 'simpan', 'data']",Negative,Positive,Negative,Negative
Mantap,['mantap'],Positive,Positive,Positive,Positive
Oke tetap 💫💫💫💫💫,['oke'],Negative,Positive,Positive,Positive
Bca ribet resek kaku !!!,"['bca', 'ribet', 'resek', 'kaku']",Negative,Negative,Negative,Negative
Trims BCA SDH BS hapus inbox,"['terima', 'kasih', 'bca', 'hapus', 'inbox']",Negative,Positive,Positive,Positive
Ikon fitur-fitur nya terlalu kuno berbeda dengan aplikasi mobile yg lain mudah di akses dan banyak gambar di ikon bukan cuma tulisan aja jadi gampang dipahami.,"['ikon', 'fitur', 'fitur', 'kuno', 'beda', 'aplikasi', 'mobile', 'mudah', 'akses', 'gambar', 'ikon', 'tulis', 'gampang', 'paham']",Negative,Negative,Positive,Negative
"Sangat membantu dan mengefisienkan waktu, tidak ada iklan dan tidak lama loadingnya. Good job pertahankan terus","['sangat', 'bantu', 'efisien', 'tidak', 'iklan', 'tidak', 'loadingnya', 'good', 'job', 'tahan']",Negative,Positive,Positive,Positive
"ayoo dong bisa hapus history pembayaran kaya dulu, spam soalnya 😭","['ayo', 'hapus', 'history', 'bayar', 'kayak', 'spam']",Negative,Positive,Negative,Negative
Sangat suka,"['sangat', 'suka']",Negative,Positive,Positive,Positive
Bagus sekali,['bagus'],Positive,Positive,Positive,Positive
Membantu dan fitur nya ok,"['bantu', 'fitur', 'ok']",Negative,Positive,Positive,Positive
"Jangan salahkan signal atau yg lain nya, versi sebelumnya lebih nyaman,, menghapus notifikasi tranfer saja susah, harus verifikasi ulang, pakai SMS segala, sangat membagongkan, Pihak BCA tolong dong kalau mau upgrade Apk yg bermutu, yg lebih memudahkan nasabah, ini justru merepotkan nasabah 👎👎👎","['salah', 'signal', 'versi', 'nyaman', 'hapus', 'notifikasi', 'tranfer', 'susah', 'verifikasi', 'ulang', 'pakai', 'sms', 'sangat', 'bagong', 'bca', 'tolong', 'upgrade', 'aplikasi', 'mutu', 'mudah', 'nasabah', 'repot', 'nasabah']",Negative,Negative,Positive,Negative
"Terlalu parah buat m banking BCA daripd bank lain, slama ini pnya m banking bank lain memuaskan cuma BCA yg bobrok, ga bisa tf VA ke bank lain,,, halooow hari gini gunanya apa m banking klo tuk memudahkan transaksi??? udh gitu byk penipuannya krn sistem lemah...","['parah', 'banking', 'bca', 'daripd', 'bank', 'banking', 'bank', 'muas', 'bca', 'bobrok', 'tidak', 'tf', 'va', 'bank', 'halooow', 'guna', 'banking', 'mudah', 'transaksi', 'tipu', 'sistem', 'lemah']",Negative,Negative,Negative,Negative
Yang buat aplikasi nya gilaaa...vermuk ga bisa bisaa payahhhh,"['aplikasi', 'gila', 'vermuk', 'tidak', 'payahhhh']",Negative,Negative,Negative,Negative
BCA mobile memang terbaik...,"['bca', 'mobile', 'baik']",Negative,Positive,Positive,Positive
"Harus lebih baik dan hati-hati, semoga tidak seperti baik yang lain kebobolan yaa","['baik', 'hati', 'hati', 'moga', 'tidak', 'baik', 'bobol', 'ya']",Negative,Positive,Positive,Positive
"Kenapa saya tidak bisa masuk? Bahkan tidak bisa di ceklist keduanya, nomor hp aman, sinyal oke,,, kenapa ini BCA mobile?","['tidak', 'masuk', 'tidak', 'ceklis', 'nomor', 'hp', 'aman', 'sinyal', 'oke', 'bca', 'mobile']",Negative,Negative,Negative,Negative
Kenapa saya tidak bisa masuk di suruh update Tapi di playstore ga ada update. Tolong di perbaiki lagi,"['tidak', 'masuk', 'suruh', 'update', 'playstore', 'tidak', 'update', 'tolong', 'baik']",Negative,Positive,Negative,Negative
Sangat bermanfaat. Tingkatkan terus keamanan agar kami semakin nyaman dan semakin Aman,"['sangat', 'manfaat', 'tingkat', 'aman', 'nyaman', 'aman']",Negative,Positive,Positive,Positive
Good luck,"['good', 'luck']",Negative,Positive,Positive,Positive
Excellent,['excellent'],Negative,Positive,Positive,Positive
Baikkkk,['baikkkk'],Positive,Positive,Positive,Positive
"Kenapa ya tiap mau transfer selalu gak bisa, gagal padahal koneksi bagus aja","['ya', 'transfer', 'tidak', 'gagal', 'koneksi', 'bagus']",Negative,Positive,Negative,Negative
Exelemt,['exelemt'],Negative,Positive,Positive,Positive
sangat mempermudah dalam segala transaksi...bayar maupun TF,"['sangat', 'mudah', 'transaksi', 'bayar', 'tf']",Negative,Positive,Positive,Positive
okay banger terms ditingkatkan,"['okay', 'banget', 'terms', 'tingkat']",Negative,Positive,Positive,Positive
mantap,['mantap'],Positive,Positive,Positive,Positive
Kenapa punya saya gak bisa dbuka BCA mobile,"['tidak', 'dbuka', 'bca', 'mobile']",Negative,Positive,Negative,Negative
Kacau masa mau cek saldo harus pake pulsa,"['kacau', 'cek', 'saldo', 'pakai', 'pulsa']",Negative,Negative,Negative,Negative
Kemudahan transaksi,"['mudah', 'transaksi']",Negative,Positive,Positive,Positive
Kenapa setiap buka bca mobile keluar sendiri terus gimana atuh mau cek nya,"['buka', 'bca', 'mobile', 'atuh', 'cek']",Negative,Positive,Negative,Negative
Jossss,['jossss'],Negative,Positive,Positive,Positive
"Setelah diupdate kok inbox transaksi tidak bisa dihapus,tlng dong di update lagi supaya bisa dihapus inboxnya","['diupdate', 'inbox', 'transaksi', 'tidak', 'hapus', 'tlng', 'update', 'hapus', 'inboxnya']",Negative,Negative,Negative,Negative
Indikator merah trus,"['indikator', 'merah']",Negative,Negative,Positive,Negative
Hati BCA mobile lagi ngak aman Apalagi ribet BCA taik,"['hati', 'bca', 'mobile', 'tidak', 'aman', 'ribet', 'bca', 'tahi']",Negative,Negative,Negative,Negative
Terimakasih BCA Mobile telah membantu untuk transfer 🙏,"['terima', 'kasih', 'bca', 'mobile', 'bantu', 'transfer']",Negative,Positive,Positive,Positive
Semoga bermanfaat bagi banyak orang,"['moga', 'manfaat', 'orang']",Negative,Positive,Positive,Positive
APK ribet. Ganti password di ATM. Di MBanking gk keganti. Dicoba di Mbanking gk bisa. Di ATM bisa. Bikin bingung,"['aplikasi', 'ribet', 'ganti', 'password', 'atm', 'mbanking', 'tidak', 'ganti', 'coba', 'mbanking', 'tidak', 'atm', 'bikin', 'bingung']",Negative,Negative,Negative,Negative
Sering error,['error'],Negative,Negative,Negative,Negative
"Butut, ugly","['butut', 'ugly']",Negative,Negative,Negative,Negative
lampu indikatornya kog biru terus min kenapa ya,"['lampu', 'indikator', 'biru', 'min', 'ya']",Negative,Positive,Positive,Positive
"Min mohon bantuan nya ko m BCA saya ga bisa dibuka ya Keterangan nya "" sementara transaksi tidak dapat di proses , silahkan ulangi beberapa saat lagi"" Sudah 3 hari begitu terus min","['min', 'mohon', 'bantu', 'bca', 'tidak', 'buka', 'ya', 'terang', 'transaksi', 'tidak', 'proses', 'sila', 'ulang', 'min']",Negative,Positive,Negative,Negative
Top Up Flazz agak susah. Pernah juga update gagal tapi saldo rekening di =debet juga.,"['top', 'up', 'flazz', 'susah', 'update', 'gagal', 'saldo', 'rekening', 'debet']",Negative,Positive,Positive,Positive
Mantap,['mantap'],Positive,Positive,Positive,Positive
Ok,['ok'],Negative,Positive,Positive,Positive
"setelah update tidak bisa dibuka android os 9 ,","['update', 'tidak', 'buka', 'android', 'os']",Negative,Negative,Negative,Negative
Ok..,['ok'],Negative,Positive,Positive,Positive
"Kenapa MBANGKING saya nggk bisa dibuka, kok cuma keluar logonya doang","['mbangking', 'tidak', 'buka', 'logo', 'doang']",Negative,Positive,Negative,Negative
ok,['ok'],Negative,Positive,Positive,Positive
"Notifikasi transaksi tidak bisa di EDIT hapus, sehingga bnyk sekali..bgamna cara hapus nya? Atau hrs hapus aplikasi baru instal ulang mobile bca nya?","['notifikasi', 'transaksi', 'tidak', 'edit', 'hapus', 'bgamna', 'hapus', 'hapus', 'aplikasi', 'instal', 'ulang', 'mobile', 'bca']",Negative,Negative,Negative,Negative
Sangat keren dan bagus,"['sangat', 'keren', 'bagus']",Negative,Positive,Positive,Positive
"Bca tolol kode Verifikasi aja lama bgt ngntod gaguna banget setan, capek doang nunggu","['bca', 'tolol', 'kode', 'verifikasi', 'banget', 'ngntod', 'gaguna', 'banget', 'setan', 'capek', 'doang', 'tunggu']",Negative,Negative,Negative,Negative
Tolong diperbaikin dong bca mobile nya kenapa ga bs di pakai. Udah di restart hp sama aja. Mantap fast respon. Thx,"['tolong', 'diperbaikin', 'bca', 'mobile', 'tidak', 'pakai', 'restart', 'hp', 'mantap', 'fast', 'respon', 'thx']",Negative,Positive,Positive,Positive
Mantap,['mantap'],Positive,Positive,Positive,Positive
"verifikasi muka aja susah banget sih, gagal tapi nggak dikasih tau apa yg bikin gagal, situ yang otomatis ngefoto malah gagal gimana sih??","['verifikasi', 'muka', 'susah', 'banget', 'sih', 'gagal', 'tidak', 'kasih', 'tau', 'bikin', 'gagal', 'situ', 'otomatis', 'ngefoto', 'gagal', 'sih']",Negative,Negative,Negative,Negative
Ok,['ok'],Negative,Positive,Positive,Positive
Sudah bisa masuk versi terbaru tapi harus vermuk gagal terus makin susah saja sudah bener versi yg lama GK ribet,"['masuk', 'versi', 'baru', 'vermuk', 'gagal', 'susah', 'versi', 'tidak', 'ribet']",Negative,Negative,Negative,Negative
"Terakomodir, sarann ebih di perketat dengan savety dan security nya","['terakomodir', 'sarann', 'ebih', 'ketat', 'savety', 'security']",Negative,Positive,Negative,Negative
gimana caranya menghapus di inbox kok sekarang ga bisa dihapus ya,"['hapus', 'inbox', 'tidak', 'hapus', 'ya']",Negative,Negative,Negative,Negative
Ok,['ok'],Negative,Positive,Positive,Positive
Terima ksh BCA,"['terima', 'kasih', 'bca']",Negative,Positive,Positive,Positive
Ok,['ok'],Negative,Positive,Positive,Positive
Good,['good'],Negative,Positive,Positive,Positive
Mntap,['mntap'],Negative,Positive,Positive,Positive
Tunggu aktif nya dulu baru ak kasi bntng5,"['tunggu', 'aktif', 'kasih', 'bntng']",Negative,Positive,Negative,Negative
Ga bisa isi token listrik,"['tidak', 'isi', 'token', 'listrik']",Negative,Negative,Negative,Negative
Tidak bisa di centang saat login,"['tidak', 'centang', 'login']",Negative,Negative,Negative,Negative
"ko ada kendala 205 itu sampai kapan normal laginya, saya mau tarik via banking pun terhambat ini... mana gak bawa ATM lagi","['kendala', 'normal', 'lagi', 'tarik', 'via', 'banking', 'hambat', 'tidak', 'bawa', 'atm']",Negative,Negative,Negative,Negative
Senengnya ada app yg ga ribet,"['neng', 'aplikasi', 'tidak', 'ribet']",Negative,Positive,Negative,Negative
Ok,['ok'],Negative,Positive,Positive,Positive
"Mau buat rekening baru, sudah isi panjang biodata.. Muncul alamat / titik lokasi apk nya keluar. Sudah regis 2x lagi 🤦‍♂️🤦‍♂️","['rekening', 'isi', 'biodata', 'muncul', 'alamat', 'titik', 'lokasi', 'aplikasi', 'regis', 'kali']",Negative,Negative,Negative,Negative
Pelayanan nya toxicccccc,"['layan', 'toxicccccc']",Negative,Negative,Positive,Negative
"Aplikasinya gak kayak sebelumnya. Sekarang TF beda bank aja susahnya minta ampun,,dengan alasan jaringan terputus / gak stabil. Padahal sebelumnya lancar-lancar aja dengan jaringan yg ada. Malah jadi makin repot kalau gini. Hadehhh","['aplikasi', 'tidak', 'kayak', 'tf', 'beda', 'bank', 'susah', 'ampun', 'alas', 'jaring', 'putus', 'tidak', 'stabil', 'lancar', 'lancar', 'jaring', 'repot', 'hadehhh']",Negative,Negative,Negative,Negative
Ok,['ok'],Negative,Positive,Positive,Positive
"Aplikasi lagi bermasalah atau gimana? Udah 2 hari dicoba selalu ada notifikasi ""transaksi tidak dapat diproses, silahkan coba beberapa saat lagi"".","['aplikasi', 'masalah', 'coba', 'notifikasi', 'transaksi', 'tidak', 'proses', 'sila', 'coba']",Negative,Positive,Negative,Negative
Terimakasih sangat membantu kami.,"['terima', 'kasih', 'sangat', 'bantu']",Negative,Positive,Positive,Positive
TDK bisa accept saat awal bikin m bangking....payah...g bisa d ajak sat set sat set,"['tidak', 'accept', 'bikin', 'bangking', 'payah', 'tidak', 'ajak', 'sat', 'set', 'sat', 'set']",Negative,Negative,Negative,Negative
Ok,['ok'],Negative,Positive,Positive,Positive
Ok banget,"['ok', 'banget']",Negative,Positive,Positive,Positive
"Kode otp udah di kirim Belum masuk"" apakah lemot ya untuk kirimnya padahal no sudah aktif dan ada pulsanya apa tidak ada respon 24 jam buat nasabah","['kode', 'otp', 'kirim', 'belum', 'masuk', 'lot', 'ya', 'kirim', 'no', 'aktif', 'pulsa', 'tidak', 'respon', 'jam', 'nasabah']",Negative,Negative,Negative,Negative
Ok,['ok'],Negative,Positive,Positive,Positive
Jaringan penuh lancar lampu indikator tetep merah padahal urgent mau tf hadeuh perbaikin dah mending,"['jaring', 'penuh', 'lancar', 'lampu', 'indikator', 'merah', 'urgent', 'tf', 'aduh', 'baik', 'mending']",Negative,Negative,Positive,Negative
saya coba fiturnya dulu,"['coba', 'fiturnya']",Negative,Positive,Positive,Positive
Dioperasikan lebih mudah dan praktis oleh kaum lansia,"['operasi', 'mudah', 'praktis', 'kaum', 'lansia']",Negative,Positive,Positive,Positive
"masa biasanya gak perna ada biaya admin ya walaupun ada paling 2500. eh ini tiba"" ada notif biayanya 5000 x banyak 8000 x banyak 14000 x banyak 18000 x 2. tak total ada 150.000 woy. not good apknya","['tidak', 'biaya', 'admin', 'ya', 'eh', 'notif', 'biaya', 'kali', 'kali', 'kali', 'kali', 'total', 'woy', 'not', 'good', 'aplikasi']",Negative,Negative,Positive,Negative
"Sumpah demi apa, bank yang paling sempurna . Penanganan cepat. Pelayanan juga bagus. Halo bca juga sangat membantu, maunya sih kayak di jadikan 1 gtu biar gak bnyak2 aplksi gtu.","['sumpah', 'bank', 'sempurna', 'tangan', 'cepat', 'layan', 'bagus', 'halo', 'bca', 'sangat', 'bantu', 'mau', 'sih', 'kayak', 'jadi', 'biar', 'tidak', 'aplksi']",Negative,Positive,Positive,Positive
Gajelas suka logout sendiri dan log in ulang yg memakan pulsa di dua sim yg berbeda ! Balikin pulsa gue !!!,"['tidak', 'suka', 'logout', 'log', 'ulang', 'makan', 'pulsa', 'sim', 'beda', 'balikin', 'pulsa', 'gue']",Negative,Negative,Negative,Negative
Susah vermuk,"['susah', 'vermuk']",Negative,Negative,Negative,Negative
transaksi qris pending atau gagal tapi saldo kepotong . dan sampe sekrng blm balik juga saldonya,"['transaksi', 'qris', 'pending', 'gagal', 'saldo', 'potong', 'belum', 'saldo']",Negative,Negative,Negative,Negative
praktis,['praktis'],Negative,Positive,Positive,Positive
Bagus cepat buat bisnis,"['bagus', 'cepat', 'bisnis']",Negative,Positive,Positive,Positive
Mbanking ku dr hari sabtu knp ngga bisa di buka ya ?,"['mbanking', 'ku', 'sabtu', 'tidak', 'buka', 'ya']",Negative,Positive,Negative,Negative
"Masak habis lepas slot kartu hp harus verifikasi ulang lagi, padahal letak kartunya gak dipindah lho, gak praktis karena butuh pulsa buat SMS nya","['masak', 'habis', 'lepas', 'slot', 'kartu', 'hp', 'verifikasi', 'ulang', 'letak', 'kartu', 'tidak', 'pindah', 'lho', 'tidak', 'praktis', 'butuh', 'pulsa', 'sms']",Negative,Negative,Negative,Negative
indikator merah terus,"['indikator', 'merah']",Negative,Negative,Positive,Negative
Lebih aman lagi,['aman'],Negative,Positive,Positive,Positive
Terbaik Sangat Membantu Transaksi,"['baik', 'sangat', 'bantu', 'transaksi']",Negative,Positive,Positive,Positive
"Minta tolong buat BCA utk Update aplikasi nya biar gk jadul karna pada bank"" lain sudah pada ganti aplikasi nya ke lebih modern, Contoh: BNi beralih ke Wondr, btn beralih ke Bale, Mandiri beralih ke Livin. Karna BCA kan termasuk Bank yang paling diminati oleh masyarakat sejak lama harusnya aplikasinya lebih di kembangkan lagi,. Maju terus BCA utk mengembang kn fitur"" terbaik nya.","['tolong', 'bca', 'update', 'aplikasi', 'biar', 'tidak', 'jadul', 'bank', 'ganti', 'aplikasi', 'modern', 'contoh', 'bni', 'alih', 'wondr', 'btn', 'alih', 'bale', 'mandiri', 'alih', 'livin', 'bca', 'bank', 'mati', 'masyarakat', 'aplikasi', 'kembang', 'maju', 'bca', 'kembang', 'fitur', 'baik']",Negative,Positive,Positive,Positive
"Gak bisa login pdahal sudah perifviksi dua kali kena pulsa buat notifikasi SMS.gimana ini habisin pulsa aja tapi gagal ,sudah dicoba lagi smpai habis pulsa ttep GK bisa Mash harus cba Berpa kali? Kesel banget Sumpah deh sampe sya hapus aplikasi mobila nya. Mau pakai aplikasi lain","['tidak', 'login', 'perifviksi', 'kali', 'kena', 'pulsa', 'notifikasi', 'sms', 'habisin', 'pulsa', 'gagal', 'coba', 'habis', 'pulsa', 'tidak', 'mash', 'coba', 'berpa', 'kali', 'kesel', 'banget', 'sumpah', 'deh', 'hapus', 'aplikasi', 'mobila', 'pakai', 'aplikasi']",Negative,Negative,Negative,Negative
Pokoknya terbaik bank yang selalu jadi andalan dari saya remaja,"['pokok', 'baik', 'bank', 'andal', 'remaja']",Negative,Positive,Positive,Positive
Tolong dong bnrin aplikasinya gk bisa ceklis 2 duanya di bagian klik bca di tunggu secepatnya k,"['tolong', 'bnrin', 'aplikasi', 'tidak', 'ceklis', 'dua', 'klik', 'bca', 'tunggu', 'cepat']",Negative,Negative,Negative,Negative
BCA ko makin hancur ginih ya Allah huh cape gw gara2 Maslah satu jadi merebet ke sanah kemari cape,"['bca', 'hancur', 'ginih', 'ya', 'allah', 'huh', 'capek', 'gue', 'gara', 'rebet', 'sanah', 'kemari', 'capek']",Negative,Negative,Positive,Negative
Apk nggk bisa di buka lampu indikator warna merah terus padahal sinyal lancar enak buat apk lainnya,"['aplikasi', 'tidak', 'buka', 'lampu', 'indikator', 'warna', 'merah', 'sinyal', 'lancar', 'enak', 'aplikasi']",Negative,Negative,Positive,Negative
Sangat membatu,"['sangat', 'batu']",Negative,Positive,Positive,Positive
Good,['good'],Negative,Positive,Positive,Positive
Kenapa menjadi susah saya mau download mbanking sendiri,"['susah', 'download', 'mbanking']",Negative,Positive,Negative,Negative
"Gak pernah ubah pengaturan, mendadak di suruh ubah pengaturan di hp ,aksesibilitas ?","['tidak', 'ubah', 'atur', 'dadak', 'suruh', 'ubah', 'atur', 'hp', 'aksesibilitas']",Negative,Positive,Negative,Negative
Belanja lebih cepat proses kilat,"['belanja', 'cepat', 'proses', 'kilat']",Negative,Positive,Positive,Positive
"Min ko ngga bisa hapus history pengiriman sih,ngga ada opsi buat hapus nya .","['min', 'tidak', 'hapus', 'history', 'kirim', 'sih', 'tidak', 'opsi', 'hapus']",Negative,Positive,Negative,Negative
Paham lah bintang 5,"['paham', 'bintang']",Negative,Positive,Positive,Positive
GK bisa di buka kembali,"['tidak', 'buka']",Negative,Negative,Negative,Negative
memudahkan kehidupan sehari-hari,"['mudah', 'hidup', 'hari']",Negative,Positive,Positive,Positive
"Kok gak di pecat saya yg buat app. Sudah berbulan2 gak ada solusi. Cari orang yg lebih pintar dalam bidangnya, biar gak sia gajinya.","['tidak', 'pecat', 'aplikasi', 'bulan', 'tidak', 'solusi', 'cari', 'orang', 'pintar', 'bidang', 'biar', 'tidak', 'sia', 'gaji']",Negative,Negative,Negative,Negative
"BAYAR QRIS KAI SALDO TETAP TERPOTONG, TIDAK ADA RIWAYAT TRANSAKSI TAPI TRANSAKSI GAGAL! SALDO TETAP TERPOTONG! RUGI SAYA","['bayar', 'qris', 'kai', 'saldo', 'potong', 'tidak', 'riwayat', 'transaksi', 'transaksi', 'gagal', 'saldo', 'potong', 'rugi']",Negative,Negative,Negative,Negative
mantap,['mantap'],Positive,Positive,Positive,Positive
Sangat mudah untuk digunakan,"['sangat', 'mudah']",Negative,Positive,Positive,Positive
Sangat suka,"['sangat', 'suka']",Negative,Positive,Positive,Positive
BCA mobile sangat membantu🙏,"['bca', 'mobile', 'sangat', 'bantu']",Negative,Positive,Positive,Positive
iyamo,['iyamo'],Negative,Positive,Positive,Positive
"Aplikasi M-banking paling lancar dan paling aman,sangat nyaman dan mudah,semakin jaya BCA,pelayanan paling ramah se indonesia raya","['aplikasi', 'banking', 'lancar', 'aman', 'sangat', 'nyaman', 'mudah', 'jaya', 'bca', 'layan', 'ramah', 'indonesia', 'raya']",Negative,Positive,Positive,Positive
Tolong Perbaiki Transfer Antar Rekening Loading Terus,"['tolong', 'baik', 'transfer', 'rekening', 'loading']",Negative,Positive,Positive,Positive
"Praktis,Cepat, Akurat","['praktis', 'cepat', 'akurat']",Negative,Positive,Positive,Positive
